id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references,dataset_id
24926435,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,12d682f2-4b9c-4e74-8567-e9ce330eec6f,BRIT450324,,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Gentianales|Rubiaceae|Hedyotis,Plantae,Magnoliophyta,,Gentianales,Rubiaceae,Hedyotis crassifolia,8821.0,Raf.,Hedyotis,,crassifolia,,,Species,,,,,,,,B. C. Cox,46,1979-04-12,1979.0,4.0,12.0,102.0,,,,Blue flowers; in open field.,,,,,,,,,,,,,United States,Texas,Hunt,,"Lake Tawakoni, 9 mi. E on Texas 35, 5 mi. N on paved side road, 1/2 mi. W on dirt road.",,,,,,,,,,,,,,,,,,,,preprocessed,2020-09-25 10:38:07,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:12d682f2-4b9c-4e74-8567-e9ce330eec6f,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=24926435,370-symbiota_data
26798122,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,a1fd044d-77be-4ed1-897f-f746b4f66e75,BRIT488579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Texas,,,,,,,,,,,,,,,,,,,,,,,,2020-10-16 08:01:24,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:a1fd044d-77be-4ed1-897f-f746b4f66e75,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=26798122,370-symbiota_data
26789459,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,1f263823-f4bb-4dbf-9fe9-a56f98d6a120,BRIT415278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Texas,,,,,,,,,,,,,,,,,,,,,,,,2020-10-16 08:01:24,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:1f263823-f4bb-4dbf-9fe9-a56f98d6a120,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=26789459,370-symbiota_data
14239623,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,20467116-2605-4580-8428-d121f6c7181a,BRIT309860,,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Heterotheca|Heterotheca latifolia,Plantae,Magnoliophyta,,Asterales,Asteraceae,Heterotheca latifolia var. latifolia,207598.0,,Heterotheca,,latifolia,var.,latifolia,Variety,,,,,,,,Eula Whitehouse,19221,1947-11-04,1947.0,11.0,4.0,308.0,,1947-11-04,,,,,,,,,,,,,,,United States,Texas,Wise,,,,33.215899,-97.654462,,41796.0,,Jason Best (BRIT),,,,Georeferenced to county centroid with uncertainty radius that encompasses entire county.,,,,,,,,,,2020-04-11 12:20:49,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:20467116-2605-4580-8428-d121f6c7181a,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14239623,370-symbiota_data
27526141,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,a8ac31e0-9487-4c2c-af82-c142dfc7b1c0,BRIT447563,,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Lamiids|Asterids|Gentianales|Apocynaceae|Asclepias,Plantae,Magnoliophyta,,Gentianales,Apocynaceae,Asclepias subverticillata,3799.0,(A. Gray) Vail,Asclepias,,subverticillata,,,Species,Mark Fishbein,2013-5-4,,,,,,G. Diggs; M. Nee,3055,1982-07-26,1982.0,7.0,26.0,207.0,,,flowers white with odor like that of Asclepias verticillata,Pastizal. Arid grassland with salty flats.,,,,,,,,,,,,,Mexico,Durango,,,"Along hwy. Mex. 40, 3 km. SW of turnoff to Carlos Real, 32 km. (by air) NE of Durango.",,24.25,-104.45,,,24°15'N 104°27'W,,,,,,1850.0,,,,,1850m,,,Natchurally,2021-02-10 21:05:00,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:a8ac31e0-9487-4c2c-af82-c142dfc7b1c0,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=27526141,370-symbiota_data
14231876,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,21bd6317-13d3-4445-a68e-b425cc7ad662,BRIT01310,01310,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Amblyolepis,Plantae,Magnoliophyta,,Asterales,Asteraceae,Amblyolepis setigera,56962.0,DC.,Amblyolepis,,setigera,,,Species,,,,,,,,Wm. F. Mahler,3883,1964-04-18,1964.0,4.0,18.0,109.0,,1964-04-18,,,,,,,,,,,,,,,United States,Texas,Mitchell,,,,32.306212,-100.921229,,41703.0,,Jason Best (BRIT),,,,Georeferenced to county centroid with uncertainty radius that encompasses entire county.,,,,,,,,,,2020-04-11 12:53:38,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:21bd6317-13d3-4445-a68e-b425cc7ad662,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14231876,370-symbiota_data
24842858,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,22e43acc-8158-4473-9057-0f857a4c6d86,BRIT355780,,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fabales|Fabaceae|Schrankia,Plantae,Magnoliophyta,,Fabales,Fabaceae,Schrankia uncinata,68235.0,Willd.,Schrankia,,uncinata,,,Species,,,,,,,,Barney L. Lipscomb,1768,1976-06-04,1976.0,6.0,4.0,156.0,,1976-6-4,,,,,,,,,,,,,,,United States,Texas,Jasper,,13 mi. N and ca. 2 1/2 mi. E of Jasper.,,,,,,,,,,,,,,,,,,,,TEX4BRITzhiyao,2020-05-29 09:16:18,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:22e43acc-8158-4473-9057-0f857a4c6d86,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=24842858,370-symbiota_data
14265166,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,fa79386e-2a3f-465c-afe0-8e8b074d2f15,BRIT346347,,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Malpighiales|Euphorbiaceae|Euphorbia,Plantae,Magnoliophyta,,Malpighiales,Euphorbiaceae,Euphorbia spathulata,3361.0,Lam.,Euphorbia,,spathulata,,,Species,,,,,,,,Bob Hutchins,1023,1966-04-11,1966.0,4.0,11.0,101.0,,1966-04-11,,,,,,,,,,,,,,,United States,Texas,Garza,,,,33.179876,-101.298424,,41220.0,,Jason Best (BRIT),,,,Georeferenced to county centroid with uncertainty radius that encompasses entire county.,,,,,,,,,,2020-04-11 12:31:47,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:fa79386e-2a3f-465c-afe0-8e8b074d2f15,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14265166,370-symbiota_data
25217136,BRIT,SMU,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,5893e26d-d899-4b93-8d32-ca7324a65147,BRIT559625,,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Pluchea,Plantae,Magnoliophyta,,Asterales,Asteraceae,Pluchea purpurascens,15783.0,(Sw.) DC.,Pluchea,,purpurascens,,,Species,,,,,,,,Gene Bush,53,1950-10-31,1950.0,10.0,31.0,304.0,,,,on highway,,,,,,,,,,,,,United States,Oklahoma,Payne,,9 miles south and 10 miles east of Stillwater on highway #33,,,,,,,,,,,,,,,,,,,,apbordelon,2020-07-01 08:51:18,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:5893e26d-d899-4b93-8d32-ca7324a65147,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=25217136,370-symbiota_data
24852587,BRIT,SMU,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,f10f3123-aa86-4ff3-927d-5b758e787b9d,BRIT374879,,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Caryophyllales|Nyctaginaceae|Acleisanthes,Plantae,Magnoliophyta,,Caryophyllales,Nyctaginaceae,Acleisanthes obtusa,48302.0,Standl.,Acleisanthes,,obtusa,,,Species,Jackie M. Smith,1975,,,,,,Fred B. Jones,583,1951-06-29,1951.0,6.0,29.0,180.0,,1951-6-29,,Clay loam soil.,,,,,,,,,,,,,United States,Texas,San patricio,,7 1/2 miles south of Taft.,,,,,,,,,,,,,,,,,,,,TEX4BRITbhristina,2020-06-29 22:14:52,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:f10f3123-aa86-4ff3-927d-5b758e787b9d,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=24852587,370-symbiota_data
26827835,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,d5453a44-7fc3-4668-8eb7-45aa716694bf,BRIT473779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Texas,,,,,,,,,,,,,,,,,,,,,,,,2020-10-16 08:01:24,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:d5453a44-7fc3-4668-8eb7-45aa716694bf,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=26827835,370-symbiota_data
19520270,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,1ec1e953-3fbb-446a-85cd-f5cf0067ab7d,BRIT482321,,Plantae|Magnoliophyta|Monocots|Commelinids|Poales|Cyperaceae|Cyperus,Plantae,Magnoliophyta,,Poales,Cyperaceae,Cyperus croceus,80265.0,Vahl,Cyperus,,croceus,,,Species,,,,,,,,R. J. Fleetwood,"10,262",1972-12-03,1972.0,12.0,3.0,338.0,,,,,,,,,,,,,,,,,United States,Texas,Brazoria,,"Davis field, Kiber and S. Anderson streets, Angleton.",,,,,,,,,,,,,,,,,,,,preprocessed,2020-09-25 10:38:06,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:1ec1e953-3fbb-446a-85cd-f5cf0067ab7d,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=19520270,370-symbiota_data
26795398,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,a7b7e15d-25a8-4c0b-b4e9-a8c6cde4fda4,BRIT414377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Texas,,,,,,,,,,,,,,,,,,,,,,,,2020-10-16 08:01:24,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:a7b7e15d-25a8-4c0b-b4e9-a8c6cde4fda4,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=26795398,370-symbiota_data
26827160,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,6c6c3eee-d86b-4b6c-80d6-29fe7c7d0703,BRIT468430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Texas,,,,,,,,,,,,,,,,,,,,,,,,2020-10-16 08:01:24,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:6c6c3eee-d86b-4b6c-80d6-29fe7c7d0703,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=26827160,370-symbiota_data
26801235,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,c1d85375-74b6-4724-816d-c9035b685e83,BRIT406668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Texas,,,,,,,,,,,,,,,,,,,,,,,,2020-10-16 08:01:24,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:c1d85375-74b6-4724-816d-c9035b685e83,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=26801235,370-symbiota_data
26835120,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,c3ff4852-4494-469d-ae0b-b214959f21b5,BRIT518300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-10-16 16:30:51,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:c3ff4852-4494-469d-ae0b-b214959f21b5,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=26835120,370-symbiota_data
26788363,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,fb327cf8-3212-4895-b707-8378bca9ecf6,BRIT391704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Texas,,,,,,,,,,,,,,,,,,,,,,,,2020-10-16 08:01:24,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:fb327cf8-3212-4895-b707-8378bca9ecf6,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=26788363,370-symbiota_data
14230575,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,ca92ed46-85fa-4b70-b5e5-34d7ae88f65d,BRIT275138,,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Borrichia,Plantae,Magnoliophyta,,Asterales,Asteraceae,Borrichia frutescens,50142.0,DC.,Borrichia,,frutescens,,,Species,,,,,,,,A. Arthur Heller,1786,1894-05-28,1894.0,5.0,28.0,148.0,,5/28/1894,,,,,,,,,,,,,,,United States,Texas,Nueces,,,,27.735035,-97.516254,,57900.0,,Jason Best (BRIT),,,,Georeferenced to county centroid with uncertainty radius that encompasses entire county.,,,,,,,,,,2020-04-11 12:47:17,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:ca92ed46-85fa-4b70-b5e5-34d7ae88f65d,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14230575,370-symbiota_data
24940639,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,876f32d5-59c8-46b2-a91c-b95a284f1860,BRIT535216,,Plantae|Magnoliophyta|Monocots|Commelinids|Poales|Poaceae|Pappophorum,Plantae,Magnoliophyta,,Poales,Poaceae,Pappophorum bicolor,309.0,Fourn.,Pappophorum,,bicolor,,,Species,,,,,,,,W. R. Carr,24648,2006-07-15,2006.0,7.0,15.0,196.0,,,occasional,"occasional in opening in mesquite woodland on light-colored tight sandy soils on gentle lower slopes, just above creek floodplain. Associates include Abutilon abutiloides, Borrichia frute-scens, Digitaria cognata, Justicia pilosella, Parthenium sp., Prosopis reptans, Spartina spartinae, Trichloris pluriflora.",,,,,,"Abutilon abutiloides, Borrichia frutescens, Digitaria cognata, Justicia pilosella, Parthenium, Prosopis reptans, Spartina spartinae, Trichloris pluriflora",,,,,,,United States,Texas,Kleberg,,"just above San Fernando Creek floodplain in NE corner of Naval Air Station Kingsville, 2.7 airmiles NE to ENE of jct. US Rt. 77 and St. Rt. 425, ca. 2.5 airmiles E to ESE of jct. US Rt. 77 and F. M. 2045. Kingsville East Quadrangle.",,27.509806,-97.800167,,,"N27°30'35.3"", W097°48'00.6""",,,,,,8.0,9.0,,,,25-30 ft,,,apbordelon,2020-05-27 16:52:28,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:876f32d5-59c8-46b2-a91c-b95a284f1860,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=24940639,370-symbiota_data
14248162,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,cb497e44-8bd4-4a28-a64c-0b9e977700ea,BRIT334692,,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Tetraneuris|Tetraneuris scaposa,Plantae,Magnoliophyta,,Asterales,Asteraceae,Tetraneuris scaposa var. scaposa,57512.0,,Tetraneuris,,scaposa,var.,scaposa,Variety,,,,,,,,Lloyd H. Shinners,8213,1945-06-25,1945.0,6.0,25.0,176.0,,1945-06-25,,,,,,,,,,,,,,,United States,Texas,Sherman,,,,36.27771,-101.893479,,41657.0,,Jason Best (BRIT),,,,Georeferenced to county centroid with uncertainty radius that encompasses entire county.,,,,,,,,,,2020-04-11 13:08:19,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:cb497e44-8bd4-4a28-a64c-0b9e977700ea,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14248162,370-symbiota_data
14254890,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,0f70d4b5-bb20-4dc5-90c4-fecee5d46201,BRIT339871,,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Descurainia,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,Descurainia sophia,2076.0,(L.) Webb ex Prantl,Descurainia,,sophia,,,Species,,,,,,,,Lloyd H. Shinners,32135,1968-04-20,1968.0,4.0,20.0,111.0,,1968-04-20,,,,,,,,,,,,,,,United States,Texas,Donley,,,,34.965418,-100.813992,,42024.0,,Jason Best (BRIT),,,,Georeferenced to county centroid with uncertainty radius that encompasses entire county.,,,,,,,,,,2020-04-11 13:08:19,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:0f70d4b5-bb20-4dc5-90c4-fecee5d46201,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14254890,370-symbiota_data
26790033,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,dcab97fc-ef31-4274-9014-b64c13836a83,BRIT415068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Texas,,,,,,,,,,,,,,,,,,,,,,,,2020-10-16 08:01:24,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:dcab97fc-ef31-4274-9014-b64c13836a83,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=26790033,370-symbiota_data
19517101,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,47c7608d-3649-4794-9f54-7121217d0b07,BRIT383507,,Plantae|Magnoliophyta|Monocots|Alismatales|Alismataceae|Sagittaria,Plantae,Magnoliophyta,,Alismatales,Alismataceae,Sagittaria graminea,1935.0,Michx.,Sagittaria,,graminea,,,Species,,,,,,,,Steve L. Orzell; Edwin L. Bridges,10345,1989-06-06,1989.0,6.0,6.0,157.0,,1989-6-6,,Shallow muck peat bog in large flat depression.; Spata sand,,,,,,"Rhynchospora oligantha, Eleocharis sp., Sarracenia alata",,,,,,,United States,Texas,Leon,,"Ca. 0.4 mi. NW of Cherokee Lake ( in Hilltop Lake Resort), and 0.3 mi. SW of headwaters of Hines Branch, ca. 1.4 mi NE of FM 3; Hilltop Lakes Resort, Hilltop Lakes 7.5' Quad.",,31.083333,-96.198611,,,31d 05' 00''N 96d 11' 55'' W,,,,,,,,,,,425,,,TEX4BRITJohari,2020-05-29 08:22:38,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:47c7608d-3649-4794-9f54-7121217d0b07,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=19517101,370-symbiota_data
26813618,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,a303e37f-c3a8-4caf-a3f8-1c91503a1fea,BRIT398702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Texas,,,,,,,,,,,,,,,,,,,,,,,,2020-10-16 08:01:24,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:a303e37f-c3a8-4caf-a3f8-1c91503a1fea,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=26813618,370-symbiota_data
26794165,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,70be7b23-47e5-49a9-a14b-5e3dba1084e6,BRIT397592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Texas,,,,,,,,,,,,,,,,,,,,,,,,2020-10-16 08:01:24,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:70be7b23-47e5-49a9-a14b-5e3dba1084e6,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=26794165,370-symbiota_data
14239391,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,f424a09d-7835-4a2b-81ce-a4c4a609cc69,BRIT302907,,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Helenium,Plantae,Magnoliophyta,,Asterales,Asteraceae,Helenium amarum,43983.0,(Raf.) H. Rock,Helenium,,amarum,,,Species,,,,,,,,V. L. Cory,57551,1950-08-07,1950.0,8.0,7.0,219.0,,1950-08-07,,,,,,,,,,,,,,,United States,Texas,Wood,,,,32.786405,-95.382062,,39631.0,,Jason Best (BRIT),,,,Georeferenced to county centroid with uncertainty radius that encompasses entire county.,,,,,,,,,,2020-04-11 12:12:12,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:f424a09d-7835-4a2b-81ce-a4c4a609cc69,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14239391,370-symbiota_data
26800313,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,6b3037dc-3d88-443e-98ba-83e334e2f8b9,BRIT405842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Texas,,,,,,,,,,,,,,,,,,,,,,,,2020-10-16 08:01:24,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:6b3037dc-3d88-443e-98ba-83e334e2f8b9,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=26800313,370-symbiota_data
26821515,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,255c3876-38af-4cb1-b299-3bbb36f52368,BRIT380064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Texas,,,,,,,,,,,,,,,,,,,,,,,,2020-10-16 08:01:24,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:255c3876-38af-4cb1-b299-3bbb36f52368,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=26821515,370-symbiota_data
14239664,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,c969addb-8b2f-4f95-8e0f-532dbb90e64e,BRIT309980,,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Hymenopappus,Plantae,Magnoliophyta,,Asterales,Asteraceae,Hymenopappus flavescens,3862.0,A. Gray,Hymenopappus,,flavescens,,,Species,,,,,,,,Bob Hutchins,519,1965-06-01,1965.0,6.0,1.0,152.0,,1965-06-01,,,,,,,,,,,,,,,United States,Texas,Garza,,,,33.179876,-101.298424,,41220.0,,Jason Best (BRIT),,,,Georeferenced to county centroid with uncertainty radius that encompasses entire county.,,,,,,,,,,2020-04-11 12:31:47,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:c969addb-8b2f-4f95-8e0f-532dbb90e64e,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14239664,370-symbiota_data
26793062,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,668248a3-fb9b-434b-969e-ba86af19d5cc,BRIT395167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Texas,,,,,,,,,,,,,,,,,,,,,,,,2020-10-16 08:01:24,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:668248a3-fb9b-434b-969e-ba86af19d5cc,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=26793062,370-symbiota_data
14232992,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,3f216e35-3fca-452e-9b7a-7aa3fd79de42,BRIT260618,,Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Ambrosia,Plantae,Magnoliophyta,,Asterales,Asteraceae,Ambrosia confertiflora,18.0,DC.,Ambrosia,,confertiflora,,,Species,,,,,,,,Maria de la Luz Campos,25,1962-11-25,1962.0,11.0,25.0,329.0,,1962-11-25,,,,,,,,,,,,,,,United States,Texas,Webb,,,,27.761062,-99.331565,,104403.0,,Jason Best (BRIT),,,,Georeferenced to county centroid with uncertainty radius that encompasses entire county.,,,,,,,,,,2020-04-11 12:34:41,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:3f216e35-3fca-452e-9b7a-7aa3fd79de42,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=14232992,370-symbiota_data
26787366,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,072bd4bd-2f1c-434f-ab2d-85400e92529b,BRIT389586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Texas,,,,,,,,,,,,,,,,,,,,,,,,2020-10-16 08:01:24,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:072bd4bd-2f1c-434f-ab2d-85400e92529b,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=26787366,370-symbiota_data
24930555,BRIT,,,fea81a47-2365-45cc-bef9-b6bbff7457e6,PreservedSpecimen,72500aee-2ac7-462c-b17b-12fe4b40a74f,BRIT450970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nfn:britjb,United States,Texas,,,,,,,,,,,,,,,,,,,,,,,preprocessed,2021-02-11 14:51:21,http://creativecommons.org/licenses/by/4.0/,Botanical Research Institute of Texas,,urn:uuid:72500aee-2ac7-462c-b17b-12fe4b40a74f,https://portal.torcherbaria.org/portal/collections/individual/index.php?occid=24930555,370-symbiota_data
